"","Strong","SensitiveLethality","SensitiveRecovery"
"MAP3K1;TRIB2",-0.0964109218623077,-0.0964109218623077,NA
"MAP3K1;TRIM25",-0.0631663240441832,-0.0631663240441832,NA
"MAP3K1;ULK1",0.0215713257066878,0.0215713257066878,NA
"MAP3K1;UPF2",-0.0195629765934178,-0.0195629765934178,NA
"MAP3K1;UPF3A",0.0264973659939795,0.0264973659939795,NA
"MAP3K1;WNT5A",-0.00904409300451198,-0.00904409300451198,NA
"MAPK1;MAPK13",-0.0344258894386749,-0.0344258894386749,NA
"MAPK1;MAPK3",-0.0133385630786778,-0.0133385630786778,NA
"MAPK1;MAPK8",-0.0704517586311747,-0.0704517586311747,NA
"MAPK1;MTOR",0.104606317727424,NA,-0.10618267318896
"MAPK1;MYC",-0.000986202551023052,-0.000986202551023038,NA
"MAPK1;NRAS",0.00339495683397667,0.00339495683397667,NA
"MAPK1;NXF2",-0.0917325212455931,-0.0917325212455931,NA
"MAPK1;NXF2B",-0.0910044023675045,-0.0910044023675045,NA
"MAPK1;PARP1",0.00967278748704231,0.0096727874870423,NA
"MAPK1;PIK3CA",6.48402139763471e-06,6.48402139760695e-06,NA
"MAPK1;PLD1",-0.0801729712636219,-0.0801729712636219,NA
"MAPK1;PLK1",-0.108276386318061,NA,0.032585579423718
"MAPK1;POLD1",-0.110162496539128,-0.110162496539128,NA
"MAPK1;PSMB2",-0.016821565956559,NA,0.0072760773850119
"MAPK1;PSMB5",-0.00465153414603442,NA,0.00465153414603442
"MAPK1;RHEB",-0.0806678059375655,-0.0806678059375655,NA
"MAPK1;TGFBR2",0.00474156797463557,0.00474156797463557,NA
"MAPK1;TOP2A",-0.0220823256084031,-0.0220823256084031,NA
"MAPK1;TRIB2",-0.0477286355491237,-0.0477286355491237,NA
"MAPK1;TRIM25",-0.0520488817140368,-0.0520488817140368,NA
"MAPK1;ULK1",-0.0416511568003509,-0.0416511568003509,NA
"MAPK1;UPF2",-0.0310860776195748,-0.0310860776195748,NA
"MAPK1;UPF3A",-0.061952167904489,-0.061952167904489,NA
"MAPK1;WNT5A",-0.0303914606553433,-0.0303914606553433,NA
"MAPK13;MAPK3",-0.0238489190749271,-0.0238489190749271,NA
"MAPK13;MAPK8",-0.0505614865680915,-0.0505614865680915,NA
"MAPK13;MTOR",0.0762421552513121,NA,-0.0762421552513122
"MAPK13;MYC",-0.0784421295903441,-0.0784421295903441,NA
"MAPK13;NRAS",-0.0221516846093849,-0.0221516846093849,NA
"MAPK13;NXF2",-0.0581602160035776,-0.0581602160035776,NA
"MAPK13;NXF2B",-0.0767836429732941,-0.0767836429732941,NA
"MAPK13;PARP1",-0.0247149220536286,-0.0247149220536286,NA
"MAPK13;PIK3CA",0.000640043017939268,0.00064004301793924,NA
"MAPK13;PLD1",-0.0583334510396333,-0.0583334510396333,NA
"MAPK13;PLK1",-0.0247175949107079,NA,-0.0341569802829885
"MAPK13;POLD1",-0.116680889524389,-0.116680889524389,NA
"MAPK13;PSMB2",0.0228526910252884,NA,-0.0228526910252884
"MAPK13;PSMB5",-0.0118251039456291,NA,0.0118251039456291
"MAPK13;RHEB",-0.0730583017311393,-0.0730583017311393,NA
"MAPK13;TGFBR2",-0.0669499654233359,-0.0669499654233359,NA
"MAPK13;TOP2A",-0.0021495601801188,-0.00214956018011879,NA
"MAPK13;TRIB2",-0.0857064044713448,-0.0857064044713448,NA
"MAPK13;TRIM25",0.000737882770239257,0.000737882770239257,NA
"MAPK13;ULK1",-0.0460164461495882,-0.0460164461495882,NA
"MAPK13;UPF2",-0.0752283569527417,-0.0752283569527417,NA
"MAPK13;UPF3A",-0.0249059354513373,-0.0249059354513373,NA
"MAPK13;WNT5A",0.0228725331888928,0.0228725331888928,NA
"MAPK3;MAPK8",-0.0856782178060138,-0.0856782178060138,NA
"MAPK3;MTOR",0.0133782637583826,NA,-0.0791000462489949
"MAPK3;MYC",0.0597232291932533,0.0597232291932532,NA
"MAPK3;NRAS",0.0334157950044029,0.0334157950044029,NA
"MAPK3;NXF2",-0.110365541814085,-0.110365541814085,NA
"MAPK3;NXF2B",-0.116916807218041,-0.116916807218041,NA
"MAPK3;PARP1",0.0483849632666854,0.0483849632666854,NA
"MAPK3;PIK3CA",0.0475408523863553,0.0475408523863553,NA
"MAPK3;PLD1",-0.111871337702945,-0.111871337702945,NA
"MAPK3;PLK1",-0.0881427439036423,NA,-0.0516934900197763
"MAPK3;POLD1",-0.0510190198404444,-0.0510190198404444,NA
"MAPK3;PSMB2",-0.0118679440210032,NA,-0.0618229715796199
"MAPK3;PSMB5",0.0266699971871944,NA,-0.0269314170608758
"MAPK3;RHEB",-0.00218333323993902,-0.00218333323993902,NA
"MAPK3;TGFBR2",-0.0630154320967519,-0.0630154320967519,NA
"MAPK3;TOP2A",-0.00595062917284489,-0.0059506291728449,NA
"MAPK3;TRIB2",-0.0967049784720699,-0.0967049784720699,NA
"MAPK3;TRIM25",-0.0202644038983914,-0.0202644038983913,NA
"MAPK3;ULK1",0.00805986442383258,0.00805986442383261,NA
"MAPK3;UPF2",-0.0100639004863393,-0.0100639004863393,NA
"MAPK3;UPF3A",0.0280297988327035,0.0280297988327035,NA
"MAPK3;WNT5A",-0.0369570499159221,-0.0369570499159221,NA
"MAPK8;MTOR",-0.0735452948866166,NA,0.0735452948866166
"MAPK8;MYC",-0.0582328898756782,-0.0582328898756781,NA
"MAPK8;NRAS",-0.0133447515239977,-0.0133447515239977,NA
"MAPK8;NXF2",-0.11788772411747,-0.11788772411747,NA
"MAPK8;NXF2B",-0.0913933199546947,-0.0913933199546947,NA
"MAPK8;PARP1",-0.0798490937875136,-0.0798490937875136,NA
"MAPK8;PIK3CA",-0.0116699658843671,-0.0116699658843671,NA
"MAPK8;PLD1",-0.102534536164112,-0.102534536164112,NA
"MAPK8;PLK1",-0.100794398726328,NA,0.0744399062233401
"MAPK8;POLD1",-0.127120103334975,-0.127120103334975,NA
"MAPK8;PSMB2",-0.0029760346776147,NA,0.0029760346776147
"MAPK8;PSMB5",0.0167003521366153,NA,-0.0167003521366153
"MAPK8;RHEB",-0.0809423059177411,-0.0809423059177411,NA
"MAPK8;TGFBR2",-0.0590929036102846,-0.0590929036102846,NA
"MAPK8;TOP2A",-0.0759029037978308,-0.0759029037978308,NA
"MAPK8;TRIB2",-0.0953719952853929,-0.0953719952853929,NA
"MAPK8;TRIM25",0.0053309954392971,0.0053309954392971,NA
"MAPK8;ULK1",-0.0826888022971343,-0.0826888022971343,NA
"MAPK8;UPF2",-0.0293871798917259,-0.0293871798917259,NA
"MAPK8;UPF3A",-0.0851320629764777,-0.0851320629764777,NA
"MAPK8;WNT5A",-0.0409707580364724,-0.0409707580364724,NA
"MTOR;MYC",-0.0874721297189646,NA,-0.214617827867197
"MTOR;NRAS",0.063168715721702,NA,-0.135846630639171
"MTOR;NXF2",-0.0491245880930652,NA,0.0491245880930652
"MTOR;NXF2B",-0.0334362754336887,NA,0.0334362754336887
"MTOR;PARP1",-0.0336716076002893,NA,-0.0985710024981122
"MTOR;PIK3CA",0.0623227053556736,NA,-0.174494508880046
"MTOR;PLD1",0.0507593652303781,NA,-0.0507593652303782
"MTOR;PLK1",-0.0880463670288218,NA,-0.433995070609078
"MTOR;POLD1",0.00986768912816566,NA,-0.0447090211427997
"MTOR;PSMB2",-0.0976827716870282,NA,-0.358213347628076
"MTOR;PSMB5",-0.0218724871864248,NA,-0.360594136401738
"MTOR;RHEB",-0.0776689171753577,NA,0.030842069911734
"MTOR;TGFBR2",-0.0455190294348952,NA,0.0433745191425369
"MTOR;TOP2A",-0.0197480429083845,NA,-0.227775216889876
"MTOR;TRIB2",0.0298045325972476,NA,-0.0298045325972476
"MTOR;TRIM25",0.0342640931605465,NA,-0.0391345352230268
"MTOR;ULK1",-0.0298402246684268,NA,-0.0862196187805024
"MTOR;UPF2",-0.034136559249613,NA,-0.0597194355617873
"MTOR;UPF3A",0.0577733444515592,NA,-0.141947288928788
"MTOR;WNT5A",0.0767177755355332,NA,-0.0767177755355332
"MYC;NRAS",0.0793815538902338,0.0793815538902338,NA
"MYC;NXF2",-0.109164267455536,-0.109164267455536,NA
"MYC;NXF2B",-0.0718764924291187,-0.0718764924291187,NA
"MYC;PARP1",0.0804654925676853,0.0804654925676853,NA
"MYC;PIK3CA",0.138930940740145,0.138930940740145,NA
"MYC;PLD1",-0.0578356457433734,-0.0578356457433735,NA
"MYC;PLK1",-0.168619361341612,NA,-0.207585047677355
"MYC;POLD1",-0.0244761604517865,-0.0244761604517865,NA
"MYC;PSMB2",-0.161084004702882,NA,-0.14897508599329
"MYC;PSMB5",-0.00702930338681215,NA,-0.229600291582418
"MYC;RHEB",-0.077291483642096,-0.077291483642096,NA
"MYC;TGFBR2",-0.0687560113200177,-0.0687560113200177,NA
"MYC;TOP2A",0.0260467543869041,0.127732985566232,NA
"MYC;TRIB2",-0.0625294163207261,-0.0625294163207261,NA
"MYC;TRIM25",-0.0230117121445412,-0.0230117121445412,NA
"MYC;ULK1",0.0151652060137527,0.0151652060137527,NA
"MYC;UPF2",0.016624242939008,0.016624242939008,NA
"MYC;UPF3A",0.0581678085776652,0.0581678085776652,NA
"MYC;WNT5A",-0.0535137659543885,-0.0535137659543885,NA
"NRAS;NXF2",-0.0827368704953407,-0.0827368704953407,NA
"NRAS;NXF2B",-0.0800532656582818,-0.0800532656582818,NA
"NRAS;PARP1",0.00955357002177973,0.00955357002177974,NA
"NRAS;PIK3CA",0.0755152769636004,0.0755152769636004,NA
"NRAS;PLD1",-0.12235755250002,-0.12235755250002,NA
"NRAS;PLK1",-0.0607921504224418,NA,-0.0860002159278338
"NRAS;POLD1",-0.0467428282125332,-0.0467428282125333,NA
"NRAS;PSMB2",-0.0160550724259067,NA,-0.0645919756015734
"NRAS;PSMB5",0.0993491832065144,NA,-0.106566735507053
"NRAS;RHEB",-0.0231197417479368,-0.0231197417479368,NA
"NRAS;TGFBR2",-0.0470327839832728,-0.0470327839832728,NA
"NRAS;TOP2A",0.0381839789113422,0.0381839789113422,NA
"NRAS;TRIB2",-0.0950311207827231,-0.0950311207827231,NA
"NRAS;TRIM25",-0.0265772555045474,-0.0265772555045474,NA
"NRAS;ULK1",0.0135321326671681,0.0135321326671681,NA
"NRAS;UPF2",0.0218329727493111,0.0218329727493111,NA
"NRAS;UPF3A",0.0858480550880077,0.0858480550880076,NA
"NRAS;WNT5A",-0.0508141682057326,-0.0508141682057326,NA
"NXF2;NXF2B",-0.132205550175117,-0.132205550175117,NA
"NXF2;PARP1",-0.0751312515302279,-0.0751312515302279,NA
"NXF2;PIK3CA",-0.0266143735039764,-0.0266143735039764,NA
"NXF2;PLD1",-0.13330455154211,-0.13330455154211,NA
"NXF2;PLK1",-0.184309631895489,NA,0.124358630681633
"NXF2;POLD1",-0.11129665590434,-0.11129665590434,NA
"NXF2;PSMB2",-0.0679160164112786,NA,0.0679160164112786
"NXF2;PSMB5",-0.0273047310600725,NA,0.0273047310600725
"NXF2;RHEB",-0.0854764005812839,-0.0854764005812839,NA
"NXF2;TGFBR2",-0.12371055532723,-0.12371055532723,NA
"NXF2;TOP2A",-0.0296394944622597,-0.0296394944622598,NA
"NXF2;TRIB2",-0.0824610088604738,-0.0824610088604738,NA
"NXF2;TRIM25",-0.0804787887841467,-0.0804787887841467,NA
"NXF2;ULK1",-0.0752319989599758,-0.0752319989599758,NA
"NXF2;UPF2",-0.130883384831245,-0.130883384831245,NA
"NXF2;UPF3A",-0.0850376810420319,-0.0850376810420319,NA
"NXF2;WNT5A",-0.113573781029235,-0.113573781029235,NA
"NXF2B;PARP1",-0.0796648448776728,-0.0796648448776728,NA
"NXF2B;PIK3CA",-0.0658497981532581,-0.0658497981532581,NA
"NXF2B;PLD1",-0.0952259722702541,-0.0952259722702541,NA
"NXF2B;PLK1",0.00640713421992423,NA,-0.013596415798356
"NXF2B;POLD1",-0.112766751166454,-0.112766751166454,NA
"NXF2B;PSMB2",-0.0230167548437666,NA,0.0230167548437666
"NXF2B;PSMB5",-0.0471194137319277,NA,0.0471194137319277
"NXF2B;RHEB",-0.125666432400281,-0.125666432400281,NA
"NXF2B;TGFBR2",-0.133286004264645,-0.133286004264645,NA
"NXF2B;TOP2A",-0.0986829062734032,-0.0986829062734032,NA
"NXF2B;TRIB2",-0.0884642823252279,-0.088464282325228,NA
"NXF2B;TRIM25",-0.100371189936712,-0.100371189936712,NA
"NXF2B;ULK1",-0.109243980454455,-0.109243980454455,NA
"NXF2B;UPF2",-0.118935336945557,-0.118935336945557,NA
"NXF2B;UPF3A",-0.134482199744999,-0.134482199744999,NA
"NXF2B;WNT5A",-0.0859842081711104,-0.0859842081711104,NA
"PARP1;PIK3CA",0.106641593101952,0.106641593101953,NA
"PARP1;PLD1",-0.0401354940355703,-0.0401354940355703,NA
"PARP1;PLK1",-0.111425554685573,NA,-0.0949315068456353
"PARP1;POLD1",-0.0351420924018411,-0.0351420924018411,NA
"PARP1;PSMB2",-0.1000173471469,NA,-0.0401943960615125
"PARP1;PSMB5",0.0861786270104196,NA,-0.15296087449189
"PARP1;RHEB",-0.0690967633005461,-0.0690967633005461,NA
"PARP1;TGFBR2",-0.0369235089429509,-0.0369235089429509,NA
"PARP1;TOP2A",0.0592885803260549,0.0592885803260549,NA
"PARP1;TRIB2",-0.0477495503418833,-0.0477495503418833,NA
"PARP1;TRIM25",-0.0413789595904876,-0.0413789595904876,NA
"PARP1;ULK1",0.0634369492443626,0.0634369492443626,NA
"PARP1;UPF2",0.016514683787667,0.016514683787667,NA
"PARP1;UPF3A",0.00588572639350279,0.00588572639350282,NA
"PARP1;WNT5A",-0.022038193647433,-0.022038193647433,NA
"PIK3CA;PLD1",-0.0521927493675886,-0.0521927493675886,NA
"PIK3CA;PLK1",-0.0671770195865062,NA,-0.119109235370672
"PIK3CA;POLD1",0.0313494533152043,0.0313494533152043,NA
"PIK3CA;PSMB2",0.0112114386900193,NA,-0.131352375324402
"PIK3CA;PSMB5",0.0764990630923398,NA,-0.123210503999781
"PIK3CA;RHEB",0.0441029658788663,0.0441029658788663,NA
"PIK3CA;TGFBR2",0.0440601717187972,0.0440601717187972,NA
"PIK3CA;TOP2A",0.0697184273071421,0.0697184273071421,NA
"PIK3CA;TRIB2",-0.0687789877653098,-0.0687789877653098,NA
"PIK3CA;TRIM25",-0.0140692881411886,-0.0140692881411886,NA
"PIK3CA;ULK1",0.083762468533401,0.083762468533401,NA
"PIK3CA;UPF2",0.0561716442346364,0.0561716442346364,NA
"PIK3CA;UPF3A",0.0709938167327716,0.0709938167327715,NA
"PIK3CA;WNT5A",0.00302131979406034,0.00302131979406034,NA
"PLD1;PLK1",-0.0232455942855359,NA,-0.00490854594631346
"PLD1;POLD1",-0.153559562516449,-0.153559562516449,NA
"PLD1;PSMB2",-0.0141619104501485,NA,0.0141619104501485
"PLD1;PSMB5",0.0319609136334699,NA,-0.0319609136334699
"PLD1;RHEB",-0.149082749657565,-0.149082749657565,NA
"PLD1;TGFBR2",-0.113693882871307,-0.113693882871307,NA
"PLD1;TOP2A",-0.0438704987498101,-0.0438704987498102,NA
"PLD1;TRIB2",-0.0707551486552633,-0.0707551486552633,NA
"PLD1;TRIM25",-0.136297051693978,-0.136297051693978,NA
"PLD1;ULK1",-0.0540317282423856,-0.0540317282423856,NA
"PLD1;UPF2",-0.0988272513457718,-0.0988272513457718,NA
"PLD1;UPF3A",-0.0972034496467983,-0.0972034496467983,NA
"PLD1;WNT5A",-0.0505326077451836,-0.0505326077451836,NA
"PLK1;POLD1",-0.0899811407752945,NA,-0.018974642672146
"PLK1;PSMB2",-0.205582655381353,NA,-0.324427915366558
"PLK1;PSMB5",-0.136746828758196,NA,-0.319834246262773
"PLK1;RHEB",-0.184979835683507,NA,0.0640385369870772
"PLK1;TGFBR2",-0.143263423548369,NA,0.0670044618232043
"PLK1;TOP2A",-0.11846158284582,NA,-0.203176128385247
"PLK1;TRIB2",-0.0283569338382725,NA,0.00244027866220714
"PLK1;TRIM25",-0.0440349897914136,NA,-0.0349499037038731
"PLK1;ULK1",-0.154690233300651,NA,-0.0354840615810849
"PLK1;UPF2",-0.163969007113714,NA,-0.00400143913049256
"PLK1;UPF3A",-0.0608825545086921,NA,-0.0974058414013433
"PLK1;WNT5A",-0.0271795974911326,NA,-0.038033449287861
"POLD1;PSMB2",-0.0343038892366247,NA,-0.00850657588802017
"POLD1;PSMB5",0.0274864582236661,NA,-0.0274864582236661
"POLD1;RHEB",-0.0365512740601846,-0.0365512740601846,NA
"POLD1;TGFBR2",-0.0860962359923468,-0.0860962359923468,NA
"POLD1;TOP2A",-0.0587558384807468,-0.0587558384807468,NA
"POLD1;TRIB2",-0.125946725447736,-0.125946725447736,NA
"POLD1;TRIM25",-0.100133829233162,-0.100133829233162,NA
"POLD1;ULK1",-0.0917586605000374,-0.0917586605000374,NA
"POLD1;UPF2",-0.0326214132913961,-0.0326214132913961,NA
"POLD1;UPF3A",-0.0421877782149853,-0.0421877782149853,NA
"POLD1;WNT5A",-0.0841678990494238,-0.0841678990494238,NA
"PSMB2;PSMB5",-0.0365959932600153,NA,-0.353839763438158
"PSMB2;RHEB",-0.0983633998443503,NA,0.0435674194707157
"PSMB2;TGFBR2",-0.096057449924782,NA,0.0859438065224129
"PSMB2;TOP2A",-0.119954267146292,NA,-0.135538125761979
"PSMB2;TRIB2",-0.0870086601928609,NA,0.0870086601928609
"PSMB2;TRIM25",-0.0227732076710397,NA,0.00993363249854856
"PSMB2;ULK1",-0.0901109624119812,NA,-0.0339180141469588
"PSMB2;UPF2",-0.134495031743335,NA,0.0326699038219236
"PSMB2;UPF3A",-0.0590766116489596,NA,-0.0330664659382803
"PSMB2;WNT5A",0.0692758498363179,NA,-0.0692758498363178
"PSMB5;RHEB",-0.0305798407715853,NA,0.0305798407715853
"PSMB5;TGFBR2",-0.0352184389315598,NA,0.0352184389315598
"PSMB5;TOP2A",-0.00993409501089301,NA,-0.172128802170436
"PSMB5;TRIB2",0.00108224210982677,NA,-0.0010822421098268
"PSMB5;TRIM25",-0.0444198192106458,NA,0.0444198192106458
"PSMB5;ULK1",0.00191279160941327,NA,-0.0525122724414117
"PSMB5;UPF2",0.0814367005903538,NA,-0.109832332784823
"PSMB5;UPF3A",0.0542149970185865,NA,-0.0729285788788847
"PSMB5;WNT5A",0.0162887074031572,NA,-0.0162887074031572
"RHEB;TGFBR2",-0.01135874008754,-0.01135874008754,NA
"RHEB;TOP2A",-0.0383766395228421,-0.0383766395228421,NA
"RHEB;TRIB2",-0.07609070884755,-0.07609070884755,NA
"RHEB;TRIM25",-0.0717207451859787,-0.0717207451859787,NA
"RHEB;ULK1",-0.0699474119372348,-0.0699474119372349,NA
"RHEB;UPF2",-0.0342492134133912,-0.0342492134133912,NA
"RHEB;UPF3A",0.0243891220950919,0.0243891220950919,NA
"RHEB;WNT5A",-0.0608480976897855,-0.0608480976897855,NA
"TGFBR2;TOP2A",-0.0287328040860196,-0.0287328040860196,NA
"TGFBR2;TRIB2",-0.0749458345946569,-0.0749458345946569,NA
"TGFBR2;TRIM25",-0.00838381904228122,-0.00838381904228122,NA
"TGFBR2;ULK1",-0.0671045262464678,-0.0671045262464678,NA
"TGFBR2;UPF2",-0.0573997827793776,-0.0573997827793776,NA
"TGFBR2;UPF3A",-0.0498363335188904,-0.0498363335188904,NA
"TGFBR2;WNT5A",-0.0301210745324491,-0.0301210745324491,NA
"TOP2A;TRIB2",-0.085142876585671,-0.085142876585671,NA
"TOP2A;TRIM25",-0.0202492665842988,-0.0202492665842988,NA
"TOP2A;ULK1",0.0126023067952619,0.0126023067952619,NA
"TOP2A;UPF2",0.00645830985496268,0.00645830985496268,NA
"TOP2A;UPF3A",0.0522112408967345,0.0522112408967345,NA
"TOP2A;WNT5A",-0.00430873117279706,-0.00430873117279704,NA
"TRIB2;TRIM25",-0.0615388146732727,-0.0615388146732727,NA
"TRIB2;ULK1",-0.0875473584633298,-0.0875473584633298,NA
"TRIB2;UPF2",-0.0712979682652387,-0.0712979682652387,NA
"TRIB2;UPF3A",-0.114098153349603,-0.114098153349603,NA
"TRIB2;WNT5A",-0.0818097668635007,-0.0818097668635007,NA
"TRIM25;ULK1",-0.0614335939983912,-0.0614335939983912,NA
"TRIM25;UPF2",-0.0884697861876728,-0.0884697861876728,NA
"TRIM25;UPF3A",-0.0840010604329506,-0.0840010604329506,NA
"TRIM25;WNT5A",-0.0441815040907065,-0.0441815040907065,NA
"ULK1;UPF2",0.0421705937355453,0.0421705937355452,NA
"ULK1;UPF3A",0.0609482872264899,0.0609482872264899,NA
"ULK1;WNT5A",-0.0508592315579182,-0.0508592315579182,NA
"UPF2;UPF3A",-0.0217086456182695,-0.0217086456182695,NA
"UPF2;WNT5A",-0.0757961128419324,-0.0757961128419324,NA
"UPF3A;WNT5A",-0.0843714293731072,-0.0843714293731072,NA
